Case Status,Legislation,Case Reference,Received Date,Received FY,Received FY Month,Received Qtr,Completed Date,Completed FY,Completed Qtr,FY Completed Month,Sector,SubSector,Decision Primary Reason,Submitted About Account,Decision,Decision Detail1,Decision Detail2
Completed,Hybrid,IC-158104-Q8D0,25/02/2022,2021/22,11-Feb,Q4,26/05/2022,2022/23,Q1,02-May,"Finance, insurance and credit",Payment services,Art 5(1)(f) - Integrity and confidentiality principle,TSYS Managed Services EMEA Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-159468-X2C3,05/03/2022,2021/22,12-Mar,Q4,26/05/2022,2022/23,Q1,02-May,Transport and leisure,Accommodation providers,Art 15(3)(1) - Provide a copy of the personal data,Van Dyk Country House Hotel Limited,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-154745-V9W3,06/02/2022,2021/22,11-Feb,Q4,26/05/2022,2022/23,Q1,02-May,"Finance, insurance and credit",Financial services and advice,Art 15 - Right of access,VFS London,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-154890-Z3B3,08/02/2022,2021/22,11-Feb,Q4,26/05/2022,2022/23,Q1,02-May,"Finance, insurance and credit",Banks and Building Societies,Art 15(3)(1) - Provide a copy of the personal data,Virgin Money PLC,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-160800-D1B0,14/03/2022,2021/22,12-Mar,Q4,26/05/2022,2022/23,Q1,02-May,Online Technology and Telecoms,Service providers,Art 5(1)(f) - Integrity and confidentiality principle,Vodafone Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-162192-B4Y6,22/03/2022,2021/22,12-Mar,Q4,26/05/2022,2022/23,Q1,02-May,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 32 - Security of processing,Wandsworth Borough Council,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-157266-Z3B1,22/02/2022,2021/22,11-Feb,Q4,26/05/2022,2022/23,Q1,02-May,Health,General Practitioner,Art 5 - Principles relating to processing of personal data,Wensum Valley Medical Practice,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-145736-R4L4,14/12/2021,2021/22,09-Dec,Q3,26/05/2022,2022/23,Q1,02-May,Online Technology and Telecoms,Service providers,Art 5(1)(f) - Integrity and confidentiality principle,WEST ONE TECHNOLOGY LTD,No Further Action,No infringement,Good practice advice provided
Case Officer Review Completed,Hybrid,IC-66846-Z5D6,15/10/2020,2020/21,07-Oct,Q3,26/05/2022,2022/23,Q1,02-May,General business,Motor Trade,Art 6(1)(a) - Consent,Williams Motor Co. (Holdings) Ltd,Informal action taken,Infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-157011-R7X5,21/02/2022,2021/22,11-Feb,Q4,26/05/2022,2022/23,Q1,02-May,Online Technology and Telecoms,Social media,Art 17 - Right to erasure,YouTube,Informal action taken,Potential infringement,More work for org - failed to respond to ind complaint
Case Officer Review Completed,Hybrid,IC-133194-B6M2,04/10/2021,2021/22,07-Oct,Q3,26/05/2022,2022/23,Q1,02-May,Retail and manufacture,Manufacturing,Art 32 - Security of processing,Zenith Hygiene Group Limited,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-147935-Y6B8,31/12/2021,2021/22,09-Dec,Q3,27/05/2022,2022/23,Q1,02-May,General business,Supplier of services,Art 5(1)(f) - Integrity and confidentiality principle, Mobile Phones Direct Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-145854-S6B9,14/12/2021,2021/22,09-Dec,Q3,27/05/2022,2022/23,Q1,02-May,"Finance, insurance and credit",Financial services and advice,Art 14 - Right to be informed,A Move Brokers Ltd,Informal action taken,Potential infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-153483-M5Z4,01/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,Transport and leisure,Entertainment providers,Art 15 - Right of access,AEG Facilities (UK) Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-156848-N9R0,18/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,"Finance, insurance and credit",Lenders,Art 14 - Right to be informed,American Express Group Services Limited,No Further Action,No infringement,No action
Completed,Hybrid,IC-167424-W2V7,22/04/2022,2022/23,01-Apr,Q1,27/05/2022,2022/23,Q1,02-May,Transport and leisure,Leisure centres and gyms,Art 17 - Right to erasure,Anytime Clubs UK Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-170716-F9X9,11/05/2022,2022/23,02-May,Q1,27/05/2022,2022/23,Q1,02-May,General business,Unassigned,"Art 5(1)(a) - Lawfulness, fairness and transparency principle",Aprite (GB) LTD West Way Nissan,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-157047-B4X3,21/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,"Finance, insurance and credit",Banks and Building Societies,Art 5(1)(f) - Integrity and confidentiality principle,Bank of Scotland PLC,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-157216-B8Z9,22/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,"Finance, insurance and credit",Banks and Building Societies,Art 5(1)(d) - Accuracy principle,Bank of Scotland PLC,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-157400-G5D4,22/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,"Finance, insurance and credit",Banks and Building Societies,Art 5 - Principles relating to processing of personal data,Bank of Scotland PLC,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-158471-C0T5,28/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,"Finance, insurance and credit",Banks and Building Societies,Art 15(3)(1) - Provide a copy of the personal data,Bank of Scotland PLC,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-157427-K8N0,22/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,"Finance, insurance and credit",Banks and Building Societies,Unassigned,Barclaycard,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-155362-P3B8,11/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,Legal,Legal professionals,Art 15(3)(1) - Provide a copy of the personal data,BES Legal Limited,Informal action taken,Infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-157445-M2W2,22/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,"Finance, insurance and credit",Lenders,Art 5(1)(d) - Accuracy principle,Black Horse Ltd,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-152472-G7S2,26/01/2022,2021/22,10-Jan,Q4,27/05/2022,2022/23,Q1,02-May,Health,Pharmacist,Art 17(1)(a) - No longer necessary for purpose,Boots UK Limited,No Further Action,No infringement,No action
Completed,Hybrid,IC-166973-T3Y4,21/04/2022,2022/23,01-Apr,Q1,27/05/2022,2022/23,Q1,02-May,Health,Pharmacist,Art 22 - Automated decision making,Boots UK Limited,No Further Action,No infringement,No action
Case Officer Review Completed,Hybrid,IC-134852-X0H4,13/10/2021,2021/22,07-Oct,Q3,27/05/2022,2022/23,Q1,02-May,General business,Recruitment agencies,Art 15(3)(1) - Provide a copy of the personal data,Brightwork Ltd,Informal action taken,Infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-154452-T8V5,07/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,General business,Supplier of services,Art 15 - Right of access,Britannia Buffet Services Limited,Informal action taken,Infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-158287-K2Y2,27/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,General business,Business advice and consultancy,Art 16 - Right to rectification,British Gas Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-156948-B8Q2,21/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,Utilities,Utility companies,Art 32 - Security of processing,British Gas Trading Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-167389-M3R2,23/04/2022,2022/23,01-Apr,Q1,27/05/2022,2022/23,Q1,02-May,Health,Healthcare and pharmaceuticals,Art 15(3)(1) - Provide a copy of the personal data,Bromley Healthcare - CIC ,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-157519-H2Z0,23/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,Regulators,Regulatory Body,Art 15(3)(1) - Provide a copy of the personal data,Care Quality Commission,Informal action taken,Potential infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-156271-C6D1,17/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,Justice,Police Forces,Art 15 - Right of access,Chief Constable Greater Manchester Police,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-156360-Y4V9,15/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,Justice,Police Forces,Prt 3 - Ch3 - S45 - Right of Access,Chief Constable Kent Police,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-159366-Z9N2,21/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,Justice,Police Forces,Prt 3 - Ch3 - S45 - Right of Access,Chief Constable North Yorkshire Police,Informal action taken,Potential infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-147808-W7K0,24/12/2021,2021/22,09-Dec,Q3,27/05/2022,2022/23,Q1,02-May,Justice,Police Forces,Art 15(3)(1) - Provide a copy of the personal data,Chief Constable Northamptonshire Police,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-146058-S2P0,14/12/2021,2021/22,09-Dec,Q3,27/05/2022,2022/23,Q1,02-May,Justice,Police Forces,Prt 3 - S45(1)(b) - Access to PD ,Chief Constable South Yorkshire Police,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-143678-X9T7,01/12/2021,2021/22,09-Dec,Q3,27/05/2022,2022/23,Q1,02-May,Online Technology and Telecoms,Unassigned,Art 6(1)(b) - Contract,Connex,No Further Action,No infringement,No action
Completed,Hybrid,IC-155847-W2H6,11/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,Legal,Legal professionals,Art 15(3)(1) - Provide a copy of the personal data,Convey Law,No Further Action,No action,Insufficient information to proceed
Case Officer Review Completed,Hybrid,IC-147940-M7Y9,29/12/2021,2021/22,09-Dec,Q3,27/05/2022,2022/23,Q1,02-May,Media,Journalists,Art 17 - Right to erasure,Court News,Informal action taken,Potential infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-148695-V8L1,05/01/2022,2021/22,10-Jan,Q4,27/05/2022,2022/23,Q1,02-May,Education and childcare,Academy and Free Schools,Art 15(3)(1) - Provide a copy of the personal data,Crispin School Academy Trust,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-131949-M6B1,28/09/2021,2021/22,06-Sep,Q2,27/05/2022,2022/23,Q1,02-May,Central Government,Unassigned,Art 5(1)(f) - Integrity and confidentiality principle,Department for Infrastructure of Northern Ireland,Informal action taken,Potential infringement,More work for org - contacted to raise awareness of ind complaint
Case Officer Review Completed,Hybrid,IC-139327-N2T6,08/11/2021,2021/22,08-Nov,Q3,27/05/2022,2022/23,Q1,02-May,Central Government,Government Department,Art 14 - Right to be informed,Department for Work and Pensions (DWP),No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-158285-R7G3,28/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,Central Government,Government Department,"Art 5(1)(a) - Lawfulness, fairness and transparency principle",Department for Work and Pensions (DWP),No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-134582-Q5M0,12/10/2021,2021/22,07-Oct,Q3,27/05/2022,2022/23,Q1,02-May,General business,Business advice and consultancy,Art 32 - Security of processing,DMA Media Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-164086-F0B5,27/12/2021,2021/22,09-Dec,Q3,27/05/2022,2022/23,Q1,02-May,Central Government,Executive agencies,Art 5(1)(f) - Integrity and confidentiality principle,Driver and Vehicle Licensing Agency (DVLA),Informal action taken,Potential infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-143867-Y2T3,02/12/2021,2021/22,09-Dec,Q3,27/05/2022,2022/23,Q1,02-May,Central Government,Non-departmental public body,Art 15 - Right of access,Driver and Vehicle Standards Agency,Informal action taken,Potential infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-149281-B3L8,07/01/2022,2021/22,10-Jan,Q4,27/05/2022,2022/23,Q1,02-May,Central Government,Non-departmental public body,Art 5(1)(f) - Integrity and confidentiality principle,Driver and Vehicle Standards Agency,Informal action taken,Potential infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-159888-G6L1,08/03/2022,2021/22,12-Mar,Q4,27/05/2022,2022/23,Q1,02-May,Education and childcare,Private schools,Art 32 - Security of processing,Eastbourne College (Incorporated),Informal action taken,Infringement,More work for org - unsatisfactory response to ind complaint
Case Officer Review Completed,Hybrid,IC-136082-M7M0,20/10/2021,2021/22,07-Oct,Q3,27/05/2022,2022/23,Q1,02-May,Education and childcare,Maintained schools,Art 15(3)(1) - Provide a copy of the personal data,Emmer Green Primary School,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-161900-K2T5,21/03/2022,2021/22,12-Mar,Q4,27/05/2022,2022/23,Q1,02-May,"Finance, insurance and credit",Credit referencing,Art 17 - Right to erasure,Equifax LTD,Informal action taken,Potential infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-162228-S7B2,22/03/2022,2021/22,12-Mar,Q4,27/05/2022,2022/23,Q1,02-May,Online Technology and Telecoms,Social media,Art 15(3)(1) - Provide a copy of the personal data,Facebook UK Ltd,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-156613-Y2D6,17/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,Regulators,Ombudsman,Art 15(3)(1) - Provide a copy of the personal data,Financial Ombudsman Service Limited,Informal action taken,Infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-155799-X3L3,11/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,Regulators,Ombudsman,Art 15(3)(1) - Provide a copy of the personal data,Financial Ombudsman Service Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-155401-N5Q9,12/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,Regulators,Ombudsman,Art 15(3)(1) - Provide a copy of the personal data,Financial Ombudsman Service Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-167325-M7P5,22/04/2022,2022/23,01-Apr,Q1,27/05/2022,2022/23,Q1,02-May,Health,Public health,Art 15(3)(1) - Provide a copy of the personal data,Fir Tree Medical Centre,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-157941-D8D9,24/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,Transport and leisure,Haulage,Art 15 - Right of access,First Distribution Ltd,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-164557-B6G8,04/04/2022,2022/23,01-Apr,Q1,27/05/2022,2022/23,Q1,02-May,Land or property services,Estate agency / letting agency,Art 32 - Security of processing,FOXTONS LIMITED,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-154636-T6D1,07/02/2022,2021/22,11-Feb,Q4,27/05/2022,2022/23,Q1,02-May,Charitable and voluntary,National charities,Art 6 - Lawfulness of processing,GAOFB.org ,No Further Action,No action,Insufficient information to proceed
